data.name,cv.type,test.fold,gradient,seed,init.name,algo,objective,exact,grid,step.number,step.prop,valid.auc
ATAC_JV_adipose,equal_labels,1,rate,1,IntervalRegressionCV,grid,auc,0,4,4,0.571428571428571,0.849649256841228
ATAC_JV_adipose,equal_labels,1,rate,1,IntervalRegressionCV,grid,aum,0,96,96,0.813559322033898,0.855801731721999
ATAC_JV_adipose,equal_labels,1,rate,1,IntervalRegressionCV,exact,auc,7,0,7,0.875,0.847907116729175
ATAC_JV_adipose,equal_labels,1,rate,1,IntervalRegressionCV,exact,aum,154,0,154,0.797927461139896,0.855762663795898
ATAC_JV_adipose,equal_labels,1,rate,1,IntervalRegressionCV,hybrid,auc,0,4,4,0.8,0.849639128119646
ATAC_JV_adipose,equal_labels,1,rate,1,IntervalRegressionCV,hybrid,aum,39,54,93,0.75609756097561,0.855904465898041
ATAC_JV_adipose,equal_labels,1,rate,1,zero,grid,auc,0,33,33,1,0.849744756216141
ATAC_JV_adipose,equal_labels,1,rate,1,zero,grid,aum,0,80,80,0.509554140127389,0.851596865305367
ATAC_JV_adipose,equal_labels,1,rate,1,zero,exact,auc,105,0,105,0.990566037735849,0.842891952586007
ATAC_JV_adipose,equal_labels,1,rate,1,zero,exact,aum,411,0,411,0.98090692124105,0.851695258600732
ATAC_JV_adipose,equal_labels,1,rate,1,zero,hybrid,auc,0,33,33,0.970588235294118,0.849746203176367
ATAC_JV_adipose,equal_labels,1,rate,1,zero,hybrid,aum,70,76,146,0.929936305732484,0.851750243089318
ATAC_JV_adipose,equal_labels,1,rate,2,IntervalRegressionCV,grid,auc,0,4,4,0.571428571428571,0.849649256841228
ATAC_JV_adipose,equal_labels,1,rate,2,IntervalRegressionCV,grid,aum,0,96,96,0.813559322033898,0.855801731721999
ATAC_JV_adipose,equal_labels,1,rate,2,IntervalRegressionCV,exact,auc,7,0,7,0.875,0.847907116729175
ATAC_JV_adipose,equal_labels,1,rate,2,IntervalRegressionCV,exact,aum,154,0,154,0.797927461139896,0.855762663795898
ATAC_JV_adipose,equal_labels,1,rate,2,IntervalRegressionCV,hybrid,auc,0,4,4,0.8,0.849639128119646
ATAC_JV_adipose,equal_labels,1,rate,2,IntervalRegressionCV,hybrid,aum,39,54,93,0.75609756097561,0.855904465898041
ATAC_JV_adipose,equal_labels,1,rate,2,zero,grid,auc,0,19,19,0.95,0.841540491734963
ATAC_JV_adipose,equal_labels,1,rate,2,zero,grid,aum,0,76,76,0.835164835164835,0.853307172292448
ATAC_JV_adipose,equal_labels,1,rate,2,zero,exact,auc,277,0,277,0.996402877697842,0.843654500625087
ATAC_JV_adipose,equal_labels,1,rate,2,zero,exact,aum,367,0,367,0.919799498746867,0.853061189054035
ATAC_JV_adipose,equal_labels,1,rate,2,zero,hybrid,auc,0,19,19,0.95,0.841540491734963
ATAC_JV_adipose,equal_labels,1,rate,2,zero,hybrid,aum,11,75,86,0.877551020408163,0.853032249849516
ATAC_JV_adipose,equal_labels,1,rate,3,IntervalRegressionCV,grid,auc,0,4,4,0.571428571428571,0.849649256841228
ATAC_JV_adipose,equal_labels,1,rate,3,IntervalRegressionCV,grid,aum,0,96,96,0.813559322033898,0.855801731721999
ATAC_JV_adipose,equal_labels,1,rate,3,IntervalRegressionCV,exact,auc,7,0,7,0.875,0.847907116729175
ATAC_JV_adipose,equal_labels,1,rate,3,IntervalRegressionCV,exact,aum,154,0,154,0.797927461139896,0.855762663795898
ATAC_JV_adipose,equal_labels,1,rate,3,IntervalRegressionCV,hybrid,auc,0,4,4,0.8,0.849639128119646
ATAC_JV_adipose,equal_labels,1,rate,3,IntervalRegressionCV,hybrid,aum,39,54,93,0.75609756097561,0.855904465898041
ATAC_JV_adipose,equal_labels,1,rate,3,zero,grid,auc,0,21,21,0.954545454545455,0.844020581562254
ATAC_JV_adipose,equal_labels,1,rate,3,zero,grid,aum,0,134,134,0.937062937062937,0.852398481270547
ATAC_JV_adipose,equal_labels,1,rate,3,zero,exact,auc,132,0,132,0.992481203007519,0.833347802935593
ATAC_JV_adipose,equal_labels,1,rate,3,zero,exact,aum,446,0,446,0.973799126637555,0.852588033060147
ATAC_JV_adipose,equal_labels,1,rate,3,zero,hybrid,auc,0,22,22,0.956521739130435,0.844039392045191
ATAC_JV_adipose,equal_labels,1,rate,3,zero,hybrid,aum,60,94,154,0.968553459119497,0.852469382321619
ATAC_JV_adipose,equal_labels,1,rate,4,IntervalRegressionCV,grid,auc,0,4,4,0.571428571428571,0.849649256841228
ATAC_JV_adipose,equal_labels,1,rate,4,IntervalRegressionCV,grid,aum,0,96,96,0.813559322033898,0.855801731721999
ATAC_JV_adipose,equal_labels,1,rate,4,IntervalRegressionCV,exact,auc,7,0,7,0.875,0.847907116729175
ATAC_JV_adipose,equal_labels,1,rate,4,IntervalRegressionCV,exact,aum,154,0,154,0.797927461139896,0.855762663795898
ATAC_JV_adipose,equal_labels,1,rate,4,IntervalRegressionCV,hybrid,auc,0,4,4,0.8,0.849639128119646
ATAC_JV_adipose,equal_labels,1,rate,4,IntervalRegressionCV,hybrid,aum,39,54,93,0.75609756097561,0.855904465898041
ATAC_JV_adipose,equal_labels,1,rate,4,zero,grid,auc,0,20,20,0.952380952380952,0.854440142149373
ATAC_JV_adipose,equal_labels,1,rate,4,zero,grid,aum,0,78,78,0.975,0.85689273973237
ATAC_JV_adipose,equal_labels,1,rate,4,zero,exact,auc,291,0,291,1,0.854610883456036
ATAC_JV_adipose,equal_labels,1,rate,4,zero,exact,aum,350,0,350,0.985915492957746,0.857041776635644
ATAC_JV_adipose,equal_labels,1,rate,4,zero,hybrid,auc,0,19,19,0.904761904761905,0.854432907348243
ATAC_JV_adipose,equal_labels,1,rate,4,zero,hybrid,aum,12,47,59,0.880597014925373,0.857038882715192
ATAC_JV_adipose,equal_labels,2,count,1,IntervalRegressionCV,grid,auc,0,3,3,0.6,0.848587884406815
ATAC_JV_adipose,equal_labels,2,count,1,IntervalRegressionCV,grid,aum,0,98,98,0.579881656804734,0.853691442465801
ATAC_JV_adipose,equal_labels,2,count,1,IntervalRegressionCV,exact,auc,8,0,8,1,0.845996017446268
ATAC_JV_adipose,equal_labels,2,count,1,IntervalRegressionCV,exact,aum,260,0,260,0.984848484848485,0.853585027230638
ATAC_JV_adipose,equal_labels,2,count,1,IntervalRegressionCV,hybrid,auc,0,3,3,0.5,0.848587884406815
ATAC_JV_adipose,equal_labels,2,count,1,IntervalRegressionCV,hybrid,aum,175,53,228,0.95397489539749,0.854545679833001
ATAC_JV_adipose,equal_labels,2,count,1,zero,grid,auc,0,10,10,0.769230769230769,0.842788982961901
ATAC_JV_adipose,equal_labels,2,count,1,zero,grid,aum,0,118,118,0.651933701657459,0.849727839391713
ATAC_JV_adipose,equal_labels,2,count,1,zero,exact,auc,94,0,94,0.989473684210526,0.842707349356844
ATAC_JV_adipose,equal_labels,2,count,1,zero,exact,aum,428,0,428,0.997668997668998,0.849491685034228
ATAC_JV_adipose,equal_labels,2,count,1,zero,hybrid,auc,0,12,12,0.857142857142857,0.842823968792639
ATAC_JV_adipose,equal_labels,2,count,1,zero,hybrid,aum,237,106,343,0.988472622478386,0.852918838703658
ATAC_JV_adipose,equal_labels,2,count,2,IntervalRegressionCV,grid,auc,0,3,3,0.6,0.848587884406815
ATAC_JV_adipose,equal_labels,2,count,2,IntervalRegressionCV,grid,aum,0,98,98,0.579881656804734,0.853691442465801
ATAC_JV_adipose,equal_labels,2,count,2,IntervalRegressionCV,exact,auc,8,0,8,1,0.845996017446268
ATAC_JV_adipose,equal_labels,2,count,2,IntervalRegressionCV,exact,aum,260,0,260,0.984848484848485,0.853585027230638
ATAC_JV_adipose,equal_labels,2,count,2,IntervalRegressionCV,hybrid,auc,0,3,3,0.5,0.848587884406815
ATAC_JV_adipose,equal_labels,2,count,2,IntervalRegressionCV,hybrid,aum,175,53,228,0.95397489539749,0.854545679833001
ATAC_JV_adipose,equal_labels,2,count,2,zero,grid,auc,0,34,34,0.971428571428571,0.845150526536753
ATAC_JV_adipose,equal_labels,2,count,2,zero,grid,aum,0,159,159,0.952095808383234,0.852977148421556
ATAC_JV_adipose,equal_labels,2,count,2,zero,exact,auc,254,0,254,0.996078431372549,0.839739384715857
ATAC_JV_adipose,equal_labels,2,count,2,zero,exact,aum,390,0,390,0.989847715736041,0.852361980897736
ATAC_JV_adipose,equal_labels,2,count,2,zero,hybrid,auc,0,16,16,0.888888888888889,0.836611068350651
ATAC_JV_adipose,equal_labels,2,count,2,zero,hybrid,aum,39,68,107,0.946902654867257,0.852965486477977
ATAC_JV_adipose,equal_labels,2,count,3,IntervalRegressionCV,grid,auc,0,3,3,0.6,0.848587884406815
ATAC_JV_adipose,equal_labels,2,count,3,IntervalRegressionCV,grid,aum,0,98,98,0.579881656804734,0.853691442465801
ATAC_JV_adipose,equal_labels,2,count,3,IntervalRegressionCV,exact,auc,8,0,8,1,0.845996017446268
ATAC_JV_adipose,equal_labels,2,count,3,IntervalRegressionCV,exact,aum,260,0,260,0.984848484848485,0.853585027230638
ATAC_JV_adipose,equal_labels,2,count,3,IntervalRegressionCV,hybrid,auc,0,3,3,0.5,0.848587884406815
ATAC_JV_adipose,equal_labels,2,count,3,IntervalRegressionCV,hybrid,aum,175,53,228,0.95397489539749,0.854545679833001
ATAC_JV_adipose,equal_labels,2,count,3,zero,grid,auc,0,11,11,0.846153846153846,0.838648992991172
ATAC_JV_adipose,equal_labels,2,count,3,zero,grid,aum,0,211,211,0.963470319634703,0.857563207734201
ATAC_JV_adipose,equal_labels,2,count,3,zero,exact,auc,150,0,150,0.993377483443709,0.836335554933585
ATAC_JV_adipose,equal_labels,2,count,3,zero,exact,aum,442,0,442,0.995495495495495,0.851612701022753
ATAC_JV_adipose,equal_labels,2,count,3,zero,hybrid,auc,0,12,12,0.923076923076923,0.838544035498956
ATAC_JV_adipose,equal_labels,2,count,3,zero,hybrid,aum,142,74,216,0.986301369863014,0.852338657010577
ATAC_JV_adipose,equal_labels,2,count,4,IntervalRegressionCV,grid,auc,0,3,3,0.6,0.848587884406815
ATAC_JV_adipose,equal_labels,2,count,4,IntervalRegressionCV,grid,aum,0,98,98,0.579881656804734,0.853691442465801
ATAC_JV_adipose,equal_labels,2,count,4,IntervalRegressionCV,exact,auc,8,0,8,1,0.845996017446268
ATAC_JV_adipose,equal_labels,2,count,4,IntervalRegressionCV,exact,aum,260,0,260,0.984848484848485,0.853585027230638
ATAC_JV_adipose,equal_labels,2,count,4,IntervalRegressionCV,hybrid,auc,0,3,3,0.5,0.848587884406815
ATAC_JV_adipose,equal_labels,2,count,4,IntervalRegressionCV,hybrid,aum,175,53,228,0.95397489539749,0.854545679833001
ATAC_JV_adipose,equal_labels,2,count,4,zero,grid,auc,0,16,16,0.888888888888889,0.847815280644672
ATAC_JV_adipose,equal_labels,2,count,4,zero,grid,aum,0,248,248,0.980237154150198,0.856398471119197
ATAC_JV_adipose,equal_labels,2,count,4,zero,exact,auc,296,0,296,0.996632996632997,0.848418786224912
ATAC_JV_adipose,equal_labels,2,count,4,zero,exact,aum,397,0,397,0.99002493765586,0.854665214754691
ATAC_JV_adipose,equal_labels,2,count,4,zero,hybrid,auc,0,15,15,0.9375,0.847815280644672
ATAC_JV_adipose,equal_labels,2,count,4,zero,hybrid,aum,106,51,157,0.934523809523809,0.856464069551832
ATAC_JV_adipose,equal_labels,2,rate,1,IntervalRegressionCV,grid,auc,0,4,4,0.666666666666667,0.849918803717828
ATAC_JV_adipose,equal_labels,2,rate,1,IntervalRegressionCV,grid,aum,0,106,106,0.990654205607477,0.853159366289986
ATAC_JV_adipose,equal_labels,2,rate,1,IntervalRegressionCV,exact,auc,8,0,8,0.888888888888889,0.845780271490047
ATAC_JV_adipose,equal_labels,2,rate,1,IntervalRegressionCV,exact,aum,138,0,138,0.971830985915493,0.852902803531237
ATAC_JV_adipose,equal_labels,2,rate,1,IntervalRegressionCV,hybrid,auc,0,4,4,0.571428571428571,0.849918803717828
ATAC_JV_adipose,equal_labels,2,rate,1,IntervalRegressionCV,hybrid,aum,48,43,91,0.938144329896907,0.853974244597605
ATAC_JV_adipose,equal_labels,2,rate,1,zero,grid,auc,0,9,9,0.692307692307692,0.842564490547995
ATAC_JV_adipose,equal_labels,2,rate,1,zero,grid,aum,0,199,199,0.990049751243781,0.852077721022986
ATAC_JV_adipose,equal_labels,2,rate,1,zero,exact,auc,93,0,93,0.978947368421053,0.842634462209472
ATAC_JV_adipose,equal_labels,2,rate,1,zero,exact,aum,359,0,359,0.983561643835616,0.852382389299001
ATAC_JV_adipose,equal_labels,2,rate,1,zero,hybrid,auc,0,9,9,0.692307692307692,0.842564490547995
ATAC_JV_adipose,equal_labels,2,rate,1,zero,hybrid,aum,160,87,247,0.96484375,0.852598135255222
ATAC_JV_adipose,equal_labels,2,rate,2,IntervalRegressionCV,grid,auc,0,4,4,0.666666666666667,0.849918803717828
ATAC_JV_adipose,equal_labels,2,rate,2,IntervalRegressionCV,grid,aum,0,106,106,0.990654205607477,0.853159366289986
ATAC_JV_adipose,equal_labels,2,rate,2,IntervalRegressionCV,exact,auc,8,0,8,0.888888888888889,0.845780271490047
ATAC_JV_adipose,equal_labels,2,rate,2,IntervalRegressionCV,exact,aum,138,0,138,0.971830985915493,0.852902803531237
ATAC_JV_adipose,equal_labels,2,rate,2,IntervalRegressionCV,hybrid,auc,0,4,4,0.571428571428571,0.849918803717828
ATAC_JV_adipose,equal_labels,2,rate,2,IntervalRegressionCV,hybrid,aum,48,43,91,0.938144329896907,0.853974244597605
ATAC_JV_adipose,equal_labels,2,rate,2,zero,grid,auc,0,30,30,0.9375,0.841086339199291
ATAC_JV_adipose,equal_labels,2,rate,2,zero,grid,aum,0,145,145,0.97972972972973,0.855464057889888
ATAC_JV_adipose,equal_labels,2,rate,2,zero,exact,auc,264,0,264,1,0.84502078741443
ATAC_JV_adipose,equal_labels,2,rate,2,zero,exact,aum,408,0,408,0.990291262135922,0.855557353438524
ATAC_JV_adipose,equal_labels,2,rate,2,zero,hybrid,auc,0,36,36,0.972972972972973,0.84310822866739
ATAC_JV_adipose,equal_labels,2,rate,2,zero,hybrid,aum,39,102,141,0.965753424657534,0.85560545895579
ATAC_JV_adipose,equal_labels,2,rate,3,IntervalRegressionCV,grid,auc,0,4,4,0.666666666666667,0.849918803717828
ATAC_JV_adipose,equal_labels,2,rate,3,IntervalRegressionCV,grid,aum,0,106,106,0.990654205607477,0.853159366289986
ATAC_JV_adipose,equal_labels,2,rate,3,IntervalRegressionCV,exact,auc,8,0,8,0.888888888888889,0.845780271490047
ATAC_JV_adipose,equal_labels,2,rate,3,IntervalRegressionCV,exact,aum,138,0,138,0.971830985915493,0.852902803531237
ATAC_JV_adipose,equal_labels,2,rate,3,IntervalRegressionCV,hybrid,auc,0,4,4,0.571428571428571,0.849918803717828
ATAC_JV_adipose,equal_labels,2,rate,3,IntervalRegressionCV,hybrid,aum,48,43,91,0.938144329896907,0.853974244597605
ATAC_JV_adipose,equal_labels,2,rate,3,zero,grid,auc,0,12,12,0.923076923076923,0.837167926156573
ATAC_JV_adipose,equal_labels,2,rate,3,zero,grid,aum,0,164,164,0.993939393939394,0.85174535563097
ATAC_JV_adipose,equal_labels,2,rate,3,zero,exact,auc,145,0,145,1,0.833681005026298
ATAC_JV_adipose,equal_labels,2,rate,3,zero,exact,aum,439,0,439,0.993212669683258,0.85233719926763
ATAC_JV_adipose,equal_labels,2,rate,3,zero,hybrid,auc,0,14,14,0.933333333333333,0.837290376564158
ATAC_JV_adipose,equal_labels,2,rate,3,zero,hybrid,aum,152,72,224,0.995555555555556,0.852310959894576
ATAC_JV_adipose,equal_labels,2,rate,4,IntervalRegressionCV,grid,auc,0,4,4,0.666666666666667,0.849918803717828
ATAC_JV_adipose,equal_labels,2,rate,4,IntervalRegressionCV,grid,aum,0,106,106,0.990654205607477,0.853159366289986
ATAC_JV_adipose,equal_labels,2,rate,4,IntervalRegressionCV,exact,auc,8,0,8,0.888888888888889,0.845780271490047
ATAC_JV_adipose,equal_labels,2,rate,4,IntervalRegressionCV,exact,aum,138,0,138,0.971830985915493,0.852902803531237
ATAC_JV_adipose,equal_labels,2,rate,4,IntervalRegressionCV,hybrid,auc,0,4,4,0.571428571428571,0.849918803717828
ATAC_JV_adipose,equal_labels,2,rate,4,IntervalRegressionCV,hybrid,aum,48,43,91,0.938144329896907,0.853974244597605
ATAC_JV_adipose,equal_labels,2,rate,4,zero,grid,auc,0,7,7,0.875,0.846238002775543
ATAC_JV_adipose,equal_labels,2,rate,4,zero,grid,aum,0,97,97,0.97979797979798,0.856187098391818
ATAC_JV_adipose,equal_labels,2,rate,4,zero,exact,auc,284,0,284,0.996491228070175,0.848953777886623
ATAC_JV_adipose,equal_labels,2,rate,4,zero,exact,aum,371,0,371,0.997311827956989,0.855660853187792
ATAC_JV_adipose,equal_labels,2,rate,4,zero,hybrid,auc,0,8,8,1,0.84625112246207
ATAC_JV_adipose,equal_labels,2,rate,4,zero,hybrid,aum,29,49,78,0.928571428571429,0.856133161902763
ATAC_JV_adipose,equal_labels,3,count,1,IntervalRegressionCV,grid,auc,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,1,IntervalRegressionCV,grid,aum,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,1,IntervalRegressionCV,exact,auc,4,0,4,0.0909090909090909,0.874595756186115
ATAC_JV_adipose,equal_labels,3,count,1,IntervalRegressionCV,exact,aum,4,0,4,0.00888888888888889,0.874586977818822
ATAC_JV_adipose,equal_labels,3,count,1,IntervalRegressionCV,hybrid,auc,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,1,IntervalRegressionCV,hybrid,aum,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,1,zero,grid,auc,0,13,13,0.928571428571429,0.845328679628219
ATAC_JV_adipose,equal_labels,3,count,1,zero,grid,aum,0,186,186,0.50958904109589,0.864693757878585
ATAC_JV_adipose,equal_labels,3,count,1,zero,exact,auc,78,0,78,0.987341772151899,0.834020386880203
ATAC_JV_adipose,equal_labels,3,count,1,zero,exact,aum,365,0,365,0.933503836317136,0.862481609320519
ATAC_JV_adipose,equal_labels,3,count,1,zero,hybrid,auc,0,10,10,0.909090909090909,0.843486978169956
ATAC_JV_adipose,equal_labels,3,count,1,zero,hybrid,aum,18,60,78,0.256578947368421,0.864347890207205
ATAC_JV_adipose,equal_labels,3,count,2,IntervalRegressionCV,grid,auc,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,2,IntervalRegressionCV,grid,aum,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,2,IntervalRegressionCV,exact,auc,4,0,4,0.0909090909090909,0.874595756186115
ATAC_JV_adipose,equal_labels,3,count,2,IntervalRegressionCV,exact,aum,4,0,4,0.00888888888888889,0.874586977818822
ATAC_JV_adipose,equal_labels,3,count,2,IntervalRegressionCV,hybrid,auc,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,2,IntervalRegressionCV,hybrid,aum,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,2,zero,grid,auc,0,3,3,0.5,0.793258916187661
ATAC_JV_adipose,equal_labels,3,count,2,zero,grid,aum,0,68,68,0.22972972972973,0.87102822771787
ATAC_JV_adipose,equal_labels,3,count,2,zero,exact,auc,233,0,233,1,0.805978770396536
ATAC_JV_adipose,equal_labels,3,count,2,zero,exact,aum,372,0,372,0.622073578595318,0.870791211800935
ATAC_JV_adipose,equal_labels,3,count,2,zero,hybrid,auc,0,3,3,0.5,0.793258916187661
ATAC_JV_adipose,equal_labels,3,count,2,zero,hybrid,aum,4,39,43,0.182978723404255,0.870494502986401
ATAC_JV_adipose,equal_labels,3,count,3,IntervalRegressionCV,grid,auc,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,3,IntervalRegressionCV,grid,aum,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,3,IntervalRegressionCV,exact,auc,4,0,4,0.0909090909090909,0.874595756186115
ATAC_JV_adipose,equal_labels,3,count,3,IntervalRegressionCV,exact,aum,4,0,4,0.00888888888888889,0.874586977818822
ATAC_JV_adipose,equal_labels,3,count,3,IntervalRegressionCV,hybrid,auc,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,3,IntervalRegressionCV,hybrid,aum,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,3,zero,grid,auc,0,13,13,0.928571428571429,0.843702926005386
ATAC_JV_adipose,equal_labels,3,count,3,zero,grid,aum,0,15,15,0.0471698113207547,0.851492849142002
ATAC_JV_adipose,equal_labels,3,count,3,zero,exact,auc,172,0,172,0.994219653179191,0.834710366549505
ATAC_JV_adipose,equal_labels,3,count,3,zero,exact,aum,198,0,198,0.31629392971246,0.8491033775646
ATAC_JV_adipose,equal_labels,3,count,3,zero,hybrid,auc,0,12,12,0.923076923076923,0.841685657201246
ATAC_JV_adipose,equal_labels,3,count,3,zero,hybrid,aum,0,15,15,0.0735294117647059,0.851492849142002
ATAC_JV_adipose,equal_labels,3,count,4,IntervalRegressionCV,grid,auc,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,4,IntervalRegressionCV,grid,aum,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,4,IntervalRegressionCV,exact,auc,4,0,4,0.0909090909090909,0.874595756186115
ATAC_JV_adipose,equal_labels,3,count,4,IntervalRegressionCV,exact,aum,4,0,4,0.00888888888888889,0.874586977818822
ATAC_JV_adipose,equal_labels,3,count,4,IntervalRegressionCV,hybrid,auc,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,4,IntervalRegressionCV,hybrid,aum,,,0,0,0.87441667749332
ATAC_JV_adipose,equal_labels,3,count,4,zero,grid,auc,0,10,10,0.909090909090909,0.862780073808512
ATAC_JV_adipose,equal_labels,3,count,4,zero,grid,aum,0,22,22,0.129411764705882,0.879896134358179
