pred.i,pos,neg,AUM,AUC,AUM.margin,pairwise..,pairwise.hinge.loss_pred.prob,pairwise.hinge.loss_pred.real,pairwise.squared.hinge_pred.prob,pairwise.squared.hinge_pred.real,01.loss,logistic.loss,hinge.loss,squared.hinge
474,2.75,1.5,0,1,0.75,.,0.877661126367651,0,0.770289052736934,0,1,1.76338086698595,2.5,6.25
475,3,1.5,0,1,0.5,.,0.86500034937121,0,0.748225604412316,0,1,1.75000062955649,2.5,6.25
476,-3,1.75,4.75,0,6.75,.,1.80452692879074,5.75,3.25631743673095,33.0625,2,4.95881150201183,6.75,23.5625
477,-2.75,1.75,4.5,0,6.5,.,1.7918661517943,5.5,3.21078430594612,30.25,2,4.72219173944129,6.5,21.625
478,-2.5,1.75,4.25,0,6.25,.,1.77609462194707,5.25,3.1545121061093,27.5625,2,4.48911388473064,6.25,19.8125
479,-2.25,1.75,4,0,6,.,1.7566033370692,5,3.08565528380265,25,2,4.26043070935483,6,18.125
480,-2,1.75,3.75,0,5.75,.,1.73274987994619,4.75,3.00242214645355,22.5625,2,4.03715216148106,5.75,16.5625
481,-1.75,1.75,3.5,0,5.5,.,1.70390560393662,4.5,2.90329430712662,20.25,2,3.82044830087617,5.5,15.125
482,-1.5,1.75,3.25,0,5.25,.,1.66952727816195,4.25,2.78732133252686,18.0625,2,3.61163742842084,5.25,13.8125
483,-1.25,1.75,3,0,5,.,1.629252663143,4,2.65446424035856,16,2,3.41215323178346,5,12.625
484,-1,1.75,2.75,0,4.75,.,1.58301138059832,3.75,2.50592503110379,14.0625,2,3.22348583795631,4.75,11.5625
485,-0.75,1.75,2.5,0,4.5,.,1.5311315011437,3.5,2.34436367379457,12.25,2,3.04709515655299,4.5,10.625
486,-0.5,1.75,2.25,0,4.25,.,1.47441213317017,3.25,2.1738911384394,10.5625,2,2.88430113461819,4.25,9.8125
487,-0.25,1.75,2,0,4,.,1.41412930285411,3,1.99976168519065,9,2,2.73616357031693,4,9.125
488,0,1.75,1.75,0,3.75,.,1.35195280196831,2.75,1.82777637874997,7.5625,2,2.60337133099803,3.75,8.5625
489,0.25,1.75,1.5,0,3.5,.,1.28977630108251,2.5,1.66352290683409,6.25,1,2.48616357031693,3.5,8.125
490,0.5,1.75,1.25,0,3.25,.,1.22949347076646,2.25,1.51165419465735,5.0625,1,2.38430113461819,3.25,7.8125
491,0.75,1.75,1,0,3,.,1.17277410279292,2,1.37539909618173,4,1,2.29709515655299,3,7.625
492,1,1.75,0.75,0,2.75,.,1.12089422333831,1.75,1.25640385991318,3.0625,1,2.22348583795631,2.75,7.5625
493,1.25,1.75,0.5,0,2.5,.,1.07465294079362,1.5,1.15487894315637,2.25,1,2.16215323178346,2.75,7.5625
494,1.5,1.75,0.25,0,2.25,.,1.03437832577467,1.25,1.0699385208324,1.5625,1,2.11163742842084,2.75,7.5625
495,1.75,1.75,0,0.5,2,.,1,1,1,1,1,2.07044830087617,2.75,7.5625
496,2,1.75,0,1,1.75,.,0.971155723990428,0.75,0.943143440239373,0.5625,1,2.03715216148106,2.75,7.5625
497,2.25,1.75,0,1,1.5,.,0.94730226686742,0.5,0.897381584812153,0.25,1,2.01043070935483,2.75,7.5625
498,2.5,1.75,0,1,1.25,.,0.927810981989554,0.25,0.860833218300421,0.0625,1,1.98911388473064,2.75,7.5625
499,2.75,1.75,0,1,1,.,0.912039452142318,0,0.83181596226406,0,1,1.97219173944129,2.75,7.5625
500,3,1.75,0,1,0.75,.,0.899378675145877,0,0.808882001307153,0,1,1.95881150201183,2.75,7.5625
501,-3,2,5,0,7,.,1.83337120480032,6,3.36124997459096,36,2,5.17551536261671,7,25
502,-2.75,2,4.75,0,6.75,.,1.82071042780387,5.75,3.31498646191377,33.0625,2,4.93889560004617,6.75,23.0625
503,-2.5,2,4.5,0,6.5,.,1.80493889795664,5.5,3.25780442535693,30.25,2,4.70581774533552,6.5,21.25
504,-2.25,2,4.25,0,6.25,.,1.78544761307877,5.25,3.18782317904869,27.5625,2,4.47713456995972,6.25,19.5625
505,-2,2,4,0,6,.,1.76159415595576,5,3.1032139702975,25,2,4.25385602208595,6,18
506,-1.75,2,3.75,0,5.75,.,1.73274987994619,4.75,3.00242214645355,22.5625,2,4.03715216148106,5.75,16.5625
507,-1.5,2,3.5,0,5.5,.,1.69837155417153,4.5,2.884465936019,20.25,2,3.82834128902573,5.5,15.25
508,-1.25,2,3.25,0,5.25,.,1.65809693915257,4.25,2.74928545962713,18.0625,2,3.62885709238835,5.25,14.0625
509,-1,2,3,0,5,.,1.61185565660789,4,2.59807865773884,16,2,3.4401896985612,5,13
510,-0.75,2,2.75,0,4.75,.,1.55997577715328,3.75,2.43352442530497,14.0625,2,3.26379901715787,4.75,12.0625
511,-0.5,2,2.5,0,4.5,.,1.50325640917974,3.5,2.25977983173996,12.25,2,3.10100499522308,4.5,11.25
512,-0.25,2,2.25,0,4.25,.,1.44297357886368,3.25,2.08217274929866,10.5625,2,2.95286743092182,4.25,10.5625
513,0,2,2,0,4,.,1.38079707797788,3,1.90660057055226,9,2,2.82007519160292,4,10
514,0.25,2,1.75,0,3.75,.,1.31862057709208,2.75,1.73876022633066,7.5625,1,2.70286743092182,3.75,9.5625
515,0.5,2,1.5,0,3.5,.,1.25833774677603,2.5,1.58341388496137,6.25,1,2.60100499522308,3.5,9.25
516,0.75,2,1.25,0,3.25,.,1.20161837880249,2.25,1.44388672827592,5.0625,1,2.51379901715787,3.25,9.0625
517,1,2,1,0,3,.,1.14973849934788,2,1.32189861688271,4,1,2.4401896985612,3,9
518,1.25,2,0.75,0,2.75,.,1.10349721680319,1.75,1.21770610749239,3.0625,1,2.37885709238835,3,9
519,1.5,2,0.5,0,2.5,.,1.06322260178424,1.5,1.13044230094485,2.25,1,2.32834128902573,3,9
520,1.75,2,0.25,0,2.25,.,1.02884427600957,1.25,1.05852054427766,1.5625,1,2.28715216148106,3,9
521,2,2,0,0.5,2,.,1,1,1,1,1,2.25385602208595,3,9
522,2.25,2,0,1,1.75,.,0.976146542876992,0.75,0.952862073170703,0.5625,1,2.22713456995972,3,9
523,2.5,2,0,1,1.5,.,0.956655257999126,0.5,0.915189282657374,0.25,1,2.20581774533552,3,9
524,2.75,2,0,1,1.25,.,0.94088372815189,0.25,0.885262189901,0.0625,1,2.18889560004617,3,9
525,3,2,0,1,1,.,0.928222951155449,0,0.861597847051731,0,1,2.17551536261671,3,9
526,-3,2.25,5.25,0,7.25,.,1.85722466192332,6.25,3.4492834448562,39.0625,2,5.39879391049049,7.25,26.5625
527,-2.75,2.25,5,0,7,.,1.84456388492688,6,3.40241592557655,36,2,5.16217414791995,7,24.625
528,-2.5,2.25,4.75,0,6.75,.,1.82879235507965,5.75,3.34448147799776,33.0625,2,4.9290962932093,6.75,22.8125
529,-2.25,2.25,4.5,0,6.5,.,1.80930107020178,5.5,3.27357036263331,30.25,2,4.70041311783349,6.5,21.125
530,-2,2.25,4.25,0,6.25,.,1.78544761307877,5.25,3.18782317904869,27.5625,2,4.47713456995972,6.25,19.5625
531,-1.75,2.25,4,0,6,.,1.7566033370692,5,3.08565528380265,25,2,4.26043070935483,6,18.125
532,-1.5,2.25,3.75,0,5.75,.,1.72222501129453,4.75,2.96605898952846,22.5625,2,4.0516198368995,5.75,16.8125
533,-1.25,2.25,3.5,0,5.5,.,1.68195039627558,4.5,2.82895713553159,20.25,2,3.85213564026212,5.5,15.625
534,-1,2.25,3.25,0,5.25,.,1.6357091137309,4.25,2.67554430474231,18.0625,2,3.66346824643497,5.25,14.5625
535,-0.75,2.25,3,0,5,.,1.58382923427628,4,2.5085150433482,16,2,3.48707756503165,5,13.625
536,-0.5,2.25,2.75,0,4.75,.,1.52710986630275,3.75,2.33206454375919,14.0625,2,3.32428354309685,4.75,12.8125
537,-0.25,2.25,2.5,0,4.5,.,1.46682703598669,3.5,2.15158155350149,12.25,2,3.17614597879559,4.5,12.125
538,0,2.25,2.25,0,4.25,.,1.40465053510089,3.25,1.97304312575922,10.5625,2,3.04335373947669,4.25,11.5625
539,0.25,2.25,2,0,4,.,1.34247403421509,3,1.80223653254175,9,1,2.92614597879559,4,11.125
540,0.5,2.25,1.75,0,3.75,.,1.28219120389904,2.75,1.64401428335606,7.5625,1,2.82428354309685,3.75,10.8125
541,0.75,2.25,1.5,0,3.5,.,1.2254718359255,2.5,1.50178122064661,6.25,1,2.73707756503165,3.5,10.625
542,1,2.25,1.25,0,3.25,.,1.17359195647089,2.25,1.37731808029316,5.0625,1,2.66346824643497,3.25,10.5625
543,1.25,2.25,1,0,3,.,1.1273506739262,2,1.27091954200186,4,1,2.60213564026212,3.25,10.5625
544,1.5,2.25,0.75,0,2.75,.,1.08707605890725,1.75,1.18173435784931,3.0625,1,2.5516198368995,3.25,10.5625
545,1.75,2.25,0.5,0,2.5,.,1.05269773313258,1.5,1.10817251734247,2.25,1,2.51043070935483,3.25,10.5625
546,2,2.25,0.25,0,2.25,.,1.02385345712301,1.25,1.04827590166274,1.5625,1,2.47713456995972,3.25,10.5625
547,2.25,2.25,0,0.5,2,.,1,1,1,1,1,2.45041311783349,3.25,10.5625
548,2.5,2.25,0,1,1.75,.,0.980508715122134,0.75,0.961397340430458,0.5625,1,2.4290962932093,3.25,10.5625
549,2.75,2.25,0,1,1.5,.,0.964737185274898,0.5,0.930717836652133,0.25,1,2.41217414791995,3.25,10.5625
550,3,2.25,0,1,1.25,.,0.952076408278457,0.25,0.906449487200408,0.0625,1,2.39879391049049,3.25,10.5625
551,-3,2.5,5.5,0,7.5,.,1.87671594680119,6.5,3.52206274497789,42.25,2,5.62747708586629,7.5,28.25
552,-2.75,2.5,5.25,0,7.25,.,1.86405516980475,6.25,3.47470167607581,39.0625,2,5.39085732329575,7.25,26.3125
553,-2.5,2.5,5,0,7,.,1.84828363995751,6,3.41615241373459,36,2,5.1577794685851,7,24.5
554,-2.25,2.5,4.75,0,6.75,.,1.82879235507965,5.75,3.34448147799776,33.0625,2,4.9290962932093,6.75,22.8125
555,-2,2.5,4.5,0,6.5,.,1.80493889795664,5.5,3.25780442535693,30.25,2,4.70581774533552,6.5,21.25
556,-1.75,2.5,4.25,0,6.25,.,1.77609462194707,5.25,3.1545121061093,27.5625,2,4.48911388473064,6.25,19.8125
557,-1.5,2.5,4,0,6,.,1.7417162961724,5,3.0335756563525,25,2,4.2803030122753,6,18.5
558,-1.25,2.5,3.75,0,5.75,.,1.70144168115345,4.75,2.89490379436627,22.5625,2,4.08081881563792,5.75,17.3125
559,-1,2.5,3.5,0,5.5,.,1.65520039860876,4.5,2.7396883595546,20.25,2,3.89215142181077,5.5,16.25
560,-0.75,2.5,3.25,0,5.25,.,1.60332051915415,4.25,2.57063668714073,18.0625,2,3.71576074040745,5.25,15.3125
561,-0.5,2.5,3,0,5,.,1.54660115118061,4,2.39197512083319,16,2,3.55296671847266,5,14.5
562,-0.25,2.5,2.75,0,4.75,.,1.48631832086455,3.75,2.20914215093763,14.0625,2,3.40482915417139,4.75,13.8125
563,0,2.5,2.5,0,4.5,.,1.42414181997876,3.5,2.02817992341241,12.25,2,3.2720369148525,4.5,13.25
564,0.25,2.5,2.25,0,4.25,.,1.36196531909296,3.25,1.85494953041198,10.5625,1,3.15482915417139,4.25,12.8125
565,0.5,2.5,2,0,4,.,1.3016824887769,3,1.69437730158843,9,1,3.05296671847266,4,12.5
566,0.75,2.5,1.75,0,3.75,.,1.24496312080336,2.75,1.54993317216045,7.5625,1,2.96576074040745,3.75,12.3125
567,1,2.5,1.5,0,3.5,.,1.19308324134875,2.5,1.42344762078724,6.25,1,2.89215142181077,3.5,12.25
568,1.25,2.5,1.25,0,3.25,.,1.14684195880407,2.25,1.31524647847355,5.0625,1,2.83081881563792,3.5,12.25
569,1.5,2.5,1,0,3,.,1.10656734378511,2,1.22449128633164,4,1,2.7803030122753,3.5,12.25
570,1.75,2.5,0.75,0,2.75,.,1.07218901801045,1.75,1.1495892903422,3.0625,1,2.73911388473064,3.5,12.25
571,2,2.5,0.5,0,2.5,.,1.04334474200087,1.5,1.08856825066087,2.25,1,2.70581774533552,3.5,12.25
572,2.25,2.5,0.25,0,2.25,.,1.01949128487787,1.25,1.03936247994192,1.5625,1,2.6790962932093,3.5,12.25
573,2.5,2.5,0,0.5,2,.,1,1,1,1,1,2.6577794685851,3.5,12.25
574,2.75,2.5,0,1,1.75,.,0.984228470152764,0.75,0.968705681459251,0.5625,1,2.64085732329575,3.5,12.25
575,3,2.5,0,1,1.5,.,0.971567693156323,0.5,0.943943782385099,0.25,1,2.62747708586629,3.5,12.25
576,-3,2.75,5.75,0,7.75,.,1.89248747664843,6.75,3.58150884927113,45.5625,2,5.86055494057694,7.75,30.0625
577,-2.75,2.75,5.5,0,7.5,.,1.87982669965198,6.5,3.53374842072447,42.25,2,5.6239351780064,7.5,28.125
578,-2.5,2.75,5.25,0,7.25,.,1.86405516980475,6.25,3.47470167607581,39.0625,2,5.39085732329575,7.25,26.3125
579,-2.25,2.75,5,0,7,.,1.84456388492688,6,3.40241592557655,36,2,5.16217414791995,7,24.625
580,-2,2.75,4.75,0,6.75,.,1.82071042780387,5.75,3.31498646191377,33.0625,2,4.93889560004617,6.75,23.0625
581,-1.75,2.75,4.5,0,6.5,.,1.7918661517943,5.5,3.21078430594612,30.25,2,4.72219173944129,6.5,21.625
582,-1.5,2.75,4.25,0,6.25,.,1.75748782601964,5.25,3.08876345860723,27.5625,2,4.51338086698595,6.25,20.3125
583,-1.25,2.75,4,0,6,.,1.71721321100068,5,2.94882121203528,25,2,4.31389667034857,6,19.125
584,-1,2.75,3.75,0,5.75,.,1.670971928456,4.75,2.79214718568795,22.5625,2,4.12522927652142,5.75,18.0625
585,-0.75,2.75,3.5,0,5.5,.,1.61909204900139,4.5,2.6214590631395,20.25,2,3.9488385951181,5.5,17.125
586,-0.5,2.75,3.25,0,5.25,.,1.56237268102785,4.25,2.44100839442214,18.0625,2,3.78604457318331,5.25,16.3125
587,-0.25,2.75,3,0,5,.,1.50208985071179,4,2.25627391961137,16,2,3.63790700888204,5,15.625
588,0,2.75,2.75,0,4.75,.,1.43991334982599,3.75,2.07335045500711,14.0625,2,3.50511476956314,4.75,15.0625
589,0.25,2.75,2.5,0,4.5,.,1.37773684894019,3.5,1.89815882492766,12.25,1,3.38790700888204,4.5,14.625
590,0.5,2.75,2.25,0,4.25,.,1.31745401862414,3.25,1.73568509118889,10.5625,1,3.28604457318331,4.25,14.3125
591,0.75,2.75,2,0,4,.,1.2607346506506,3,1.58945185935109,9,1,3.1988385951181,4,14.125
592,1,2.75,1.75,0,3.75,.,1.20885477119599,2.75,1.4613298578433,7.5625,1,3.12522927652142,3.75,14.0625
593,1.25,2.75,1.5,0,3.5,.,1.1626134886513,2.5,1.35167012399395,6.25,1,3.06389667034857,3.75,14.0625
594,1.5,2.75,1.25,0,3.25,.,1.12233887363235,2.25,1.25964454726633,5.0625,1,3.01338086698595,3.75,14.0625
595,1.75,2.75,1,0,3,.,1.08796054785768,2,1.18365815369479,4,1,2.97219173944129,3.75,14.0625
596,2,2.75,0.75,0,2.75,.,1.05911627184811,1.75,1.12172727729344,3.0625,1,2.93889560004617,3.75,14.0625
597,2.25,2.75,0.5,0,2.5,.,1.0352628147251,1.5,1.07176909555254,2.25,1,2.91217414791995,3.75,14.0625
598,2.5,2.75,0.25,0,2.25,.,1.01577152984724,1.25,1.03179180084819,1.5625,1,2.89085732329575,3.75,14.0625
599,2.75,2.75,0,0.5,2,.,1,1,1,1,1,2.8739351780064,3.75,14.0625
600,3,2.75,0,1,1.75,.,0.987339223003559,0.75,0.974838741281272,0.5625,1,2.86055494057694,3.75,14.0625
601,-3,3,6,0,8,.,1.90514825364487,7,3.62958986836608,49,2,6.09717470314748,8,32
602,-2.75,3,5.75,0,7.75,.,1.89248747664843,6.75,3.58150884927113,45.5625,2,5.86055494057694,7.75,30.0625
603,-2.5,3,5.5,0,7.5,.,1.87671594680119,6.5,3.52206274497789,42.25,2,5.62747708586629,7.5,28.25
604,-2.25,3,5.25,0,7.25,.,1.85722466192332,6.25,3.4492834448562,39.0625,2,5.39879391049049,7.25,26.5625
605,-2,3,5,0,7,.,1.83337120480032,6,3.36124997459096,36,2,5.17551536261671,7,25
606,-1.75,3,4.75,0,6.75,.,1.80452692879074,5.75,3.25631743673095,33.0625,2,4.95881150201183,6.75,23.5625
607,-1.5,3,4.5,0,6.5,.,1.77014860301608,5.5,3.13342607675977,30.25,2,4.75000062955649,6.5,22.25
608,-1.25,3,4.25,0,6.25,.,1.72987398799712,5.25,2.99246401434908,27.5625,2,4.55051643291912,6.25,21.0625
609,-1,3,4,0,6,.,1.68363270545244,5,2.8346190868691,25,2,4.36184903909196,6,20
610,-0.75,3,3.75,0,5.75,.,1.63175282599783,4.75,2.66261728515189,22.5625,2,4.18545835768864,5.75,19.0625
611,-0.5,3,3.5,0,5.5,.,1.57503345802429,4.5,2.48073039389595,20.25,2,4.02266433575385,5.5,18.25
612,-0.25,3,3.25,0,5.25,.,1.51475062770823,4.25,2.29446946414248,18.0625,2,3.87452677145259,5.25,17.5625
613,0,3,3,0,5,.,1.45257412682243,4,2.10997159391395,16,2,3.74173453213369,5,17
614,0.25,3,2.75,0,4.75,.,1.39039762593664,3.75,1.93320555821023,14.0625,1,3.62452677145259,4.75,16.5625
615,0.5,3,2.5,0,4.5,.,1.33011479562058,3.5,1.76920536952877,12.25,1,3.52266433575385,4.5,16.25
616,0.75,3,2.25,0,4.25,.,1.27339542764704,3.25,1.62153591515239,10.5625,1,3.43545835768864,4.25,16.0625
617,1,3,2,0,4,.,1.22151554819243,3,1.49210023447585,9,1,3.36184903909197,4,16
618,1.25,3,1.75,0,3.75,.,1.17527426564774,2.75,1.38126959949384,7.5625,1,3.30051643291912,4,16
619,1.5,3,1.5,0,3.5,.,1.13499965062879,2.5,1.28822420692747,6.25,1,3.25000062955649,4,16
620,1.75,3,1.25,0,3.25,.,1.10062132485412,2.25,1.21136730072364,5.0625,1,3.20881150201183,4,16
621,2,3,1,0,3,.,1.07177704884455,2,1.14870604242994,4,1,3.17551536261671,4,16
622,2.25,3,0.75,0,2.75,.,1.04792359172154,1.75,1.09814385408658,3.0625,1,3.14879391049049,4,16
623,2.5,3,0.5,0,2.5,.,1.02843230684368,1.5,1.05767300975981,2.25,1,3.12747708586629,4,16
624,2.75,3,0.25,0,2.25,.,1.01266077699644,1.25,1.02548184926704,1.5625,1,3.11055494057694,4,16
625,3,3,0,0.5,2,.,1,1,1,1,1,3.09717470314748,4,16
